contract_id,start_date_key,planned_end_key,end_date_key,region_id,contractor_id,status_id,contract_value,pct_complete,is_on_time
C0315,2025-09-13,2025-12-31,2025-12-31,R04,K10,2,316568.95,1.0,0
C0316,2025-07-29,2025-12-31,2025-12-31,R08,K06,2,1134783.08,1.0,1
C0317,2025-09-15,2025-12-31,2025-12-31,R04,K03,2,1100071.97,1.0,1
C0318,2025-09-24,2025-12-31,2025-12-31,R07,K02,2,771471.72,1.0,0
C0319,2025-07-16,2025-12-30,2025-12-30,R03,K01,2,274827.96,1.0,1
C0320,2025-09-17,2025-12-31,2025-12-31,R03,K03,2,392469.92,1.0,1
C0321,2025-09-19,2025-11-28,2025-11-28,R05,K12,2,540862.9,1.0,1
C0322,2025-09-10,2025-12-31,2025-12-31,R04,K02,2,550315.0,1.0,1
C0323,2025-08-30,2025-12-31,2025-12-31,R08,K03,2,858616.55,1.0,1
C0324,2025-10-04,2025-12-31,2025-12-31,R02,K04,2,1143486.68,1.0,1
C0325,2025-08-09,2025-12-26,2025-12-26,R01,K01,2,733283.31,1.0,1
C0326,2025-08-31,2025-12-31,2025-12-31,R03,K01,2,513355.46,1.0,1
C0327,2025-09-26,2025-12-31,2025-12-31,R01,K03,2,292376.39,1.0,1
C0328,2025-10-09,2025-12-31,2025-12-31,R07,K10,2,1301089.27,1.0,1
C0329,2025-10-28,2025-12-31,2025-12-31,R02,K07,2,376887.52,1.0,1
C0330,2025-09-27,2025-12-31,2025-12-31,R02,K11,2,1248084.59,1.0,1
C0331,2025-10-07,2025-12-31,2025-12-31,R03,K07,2,428924.28,1.0,1
C0332,2025-09-02,2025-12-14,2025-12-14,R01,K02,2,478435.76,1.0,1
C0333,2025-09-29,2025-12-31,2025-12-31,R01,K01,2,257492.16,1.0,1
C0334,2025-09-22,2025-12-31,2025-12-31,R04,K04,2,418718.78,1.0,1
C0335,2025-11-29,2025-12-31,2025-12-31,R04,K02,2,911199.16,1.0,1
C0336,2025-10-13,2025-12-31,2025-12-31,R01,K02,2,366046.78,1.0,1
C0337,2025-11-03,2025-12-31,2025-12-31,R05,K05,2,154368.27,1.0,1
C0338,2025-11-02,2025-12-31,2025-12-31,R01,K11,2,170201.89,1.0,1
C0339,2025-11-12,2025-12-31,2025-12-31,R03,K09,2,624792.58,1.0,0
C0340,2025-11-27,2025-12-31,2025-12-31,R08,K01,2,326923.46,1.0,1
C0341,2025-10-30,2025-12-31,2025-12-31,R02,K07,2,348111.16,1.0,1
C0342,2025-09-20,2025-12-31,2025-12-31,R01,K09,2,485629.64,1.0,1
C0343,2025-12-09,2025-12-31,2025-12-31,R08,K02,2,678031.58,1.0,1
C0344,2025-10-31,2025-12-31,2025-12-31,R01,K01,2,548752.78,1.0,1
C0345,2025-10-13,2025-12-31,2025-12-31,R04,K08,2,503129.02,1.0,1
C0346,2025-11-30,2025-12-31,2025-12-31,R01,K02,2,459270.63,1.0,1
C0347,2025-11-11,2025-12-31,2025-12-31,R05,K03,2,405887.5,1.0,0
C0348,2025-11-12,2025-12-31,2025-12-31,R07,K08,2,1093352.67,1.0,1
C0349,2025-12-21,2025-12-31,2025-12-31,R01,K10,2,327262.61,1.0,1
C0350,2025-12-24,2025-12-31,2025-12-31,R08,K04,2,514177.98,1.0,0
C0351,2025-12-28,2025-12-31,2025-12-31,R06,K11,2,647942.5,1.0,1
C0352,2025-10-25,2025-12-31,2025-12-31,R06,K03,2,728266.79,1.0,1
C0353,2025-11-13,2025-12-31,2025-12-31,R02,K02,2,481855.29,1.0,1
C0354,2025-11-11,2025-12-31,2025-12-31,R06,K03,2,932454.14,1.0,1
C0355,2025-12-08,2025-12-31,2025-12-31,R04,K03,2,398470.44,1.0,1
C0356,2025-11-24,2025-12-31,2025-12-31,R01,K06,2,307385.83,1.0,1
C0357,2025-12-20,2025-12-31,2025-12-31,R04,K05,2,233983.4,1.0,1
C0358,2025-11-25,2025-12-31,2025-12-31,R06,K06,2,1028709.09,1.0,1
C0359,2025-12-31,2025-12-31,,R03,K06,3,368510.7,0.031,1
C0360,2025-11-17,2025-12-31,2025-12-31,R01,K03,2,251891.37,1.0,1
C0361,2025-11-08,2025-12-31,2025-12-31,R01,K02,2,731014.74,1.0,1
C0362,2025-12-26,2025-12-31,2025-12-31,R08,K07,2,1219115.87,1.0,0
C0363,2025-11-16,2025-12-31,2025-12-31,R07,K02,2,561430.36,1.0,1
C0364,2025-11-25,2025-12-31,2025-12-31,R01,K06,2,498332.74,1.0,1
C0365,2025-11-09,2025-12-31,2025-12-31,R03,K06,2,227586.29,1.0,1
C0366,2025-11-10,2025-12-31,2025-12-31,R01,K07,2,497399.1,1.0,1
C0367,2025-10-28,2025-12-31,2025-12-31,R04,K02,2,195862.63,1.0,1
C0368,2025-12-13,2025-12-31,2025-12-31,R01,K03,2,427889.04,1.0,1
C0369,2025-12-08,2025-12-31,2025-12-31,R02,K04,2,262255.56,1.0,1
C0370,2025-12-08,2025-12-31,2025-12-31,R01,K08,2,696793.91,1.0,1
C0371,2025-12-05,2025-12-31,2025-12-31,R08,K06,2,275407.6,1.0,1
C0372,2025-12-21,2025-12-31,2025-12-31,R08,K08,2,3094564.83,1.0,1
C0373,2025-12-31,2025-12-31,,R04,K05,1,206260.08,0.02,1
C0374,2025-12-31,2025-12-31,,R01,K02,1,509380.75,0.02,1
C0375,2025-12-13,2025-12-31,2025-12-31,R01,K11,2,388772.28,1.0,1
C0376,2025-12-22,2025-12-31,2025-12-31,R08,K12,2,1041726.47,1.0,1
C0377,2025-12-31,2025-12-31,,R03,K04,1,248114.78,0.058,1
C0378,2025-12-13,2025-12-31,2025-12-31,R02,K02,2,686900.06,1.0,1
C0379,2025-12-31,2025-12-31,,R08,K12,1,787391.26,0.02,1
C0380,2025-12-31,2025-12-31,,R03,K10,1,590033.71,0.02,1
C0381,2025-12-31,2025-12-31,,R01,K10,1,235415.01,0.02,1
C0382,2025-12-31,2025-12-31,,R04,K06,1,164416.46,0.02,1
C0383,2025-12-31,2025-12-31,,R06,K10,3,1450292.26,0.02,1
C0384,2025-12-31,2025-12-31,,R04,K01,1,178491.64,0.02,1
C0385,2025-12-31,2025-12-31,,R08,K06,1,509954.39,0.02,1
C0386,2025-12-31,2025-12-31,,R04,K03,4,1123956.93,0.02,1
C0387,2025-12-31,2025-12-31,,R01,K03,3,352404.91,0.02,0
C0388,2025-12-31,2025-12-31,,R07,K06,1,551632.77,0.109,1
C0389,2025-12-31,2025-12-31,,R04,K01,3,529686.79,0.054,1
C0390,2025-12-31,2025-12-31,,R05,K03,1,379682.3,0.032,1
C0391,2025-12-31,2025-12-31,,R04,K03,1,823799.08,0.02,1
C0392,2025-12-31,2025-12-31,,R08,K04,3,882402.32,0.035,0
C0393,2025-12-31,2025-12-31,,R05,K11,3,449958.3,0.02,1
C0394,2025-12-31,2025-12-31,,R02,K03,1,231127.85,0.02,1
C0395,2025-12-31,2025-12-31,,R04,K04,1,1798298.79,0.023,1
C0396,2025-12-31,2025-12-31,,R03,K07,1,825866.33,0.02,1
C0397,2025-12-31,2025-12-31,,R03,K01,1,394151.15,0.02,1
C0398,2025-12-31,2025-12-31,,R07,K10,3,696932.05,0.02,1
C0399,2025-12-31,2025-12-31,,R03,K12,3,189314.61,0.02,1
C0400,2025-12-31,2025-12-31,,R01,K02,1,614210.74,0.02,1
C0401,2025-12-31,2025-12-31,,R07,K03,1,758107.57,0.02,1
C0402,2025-12-31,2025-12-31,,R03,K01,1,288198.47,0.02,1
C0403,2025-12-31,2025-12-31,,R01,K08,1,303708.32,0.02,1
C0404,2025-12-31,2025-12-31,,R08,K05,3,401208.43,0.039,1
C0405,2025-12-31,2025-12-31,,R08,K03,1,690331.17,0.02,1
C0406,2025-12-31,2025-12-31,,R01,K02,3,332565.34,0.02,0
C0407,2025-12-31,2025-12-31,,R01,K10,1,949419.76,0.02,1
C0408,2025-12-31,2025-12-31,,R08,K01,4,735360.14,0.02,1
C0409,2025-12-31,2025-12-31,,R07,K07,1,755008.28,0.024,1
C0410,2025-12-31,2025-12-31,,R07,K04,1,3376599.01,0.02,1
C0411,2025-12-31,2025-12-31,,R05,K02,3,397004.07,0.02,0
C0412,2025-12-31,2025-12-31,,R04,K07,1,266888.32,0.023,1
C0413,2025-12-31,2025-12-31,,R05,K03,1,760420.99,0.02,1
