tender_id,identified_date_key,decision_date_key,region_id,contractor_id,stage_id,reached_stage_id,bid_value,outcome,is_won,is_decided,contract_id
T0330,2024-07-28,2024-11-01,R01,K08,5,2,651534.11,Lost,0,1,
T0331,2025-03-27,2025-06-20,R01,K03,5,3,458431.97,Lost,0,1,
T0332,2024-01-14,2024-03-26,R05,K10,4,3,444175.04,Won,1,1,C0014
T0333,2025-03-06,2025-04-11,R01,K01,5,3,436955.84,Lost,0,1,
T0334,2024-12-05,2025-02-17,R01,K08,5,3,223486.55,Lost,0,1,
T0335,2024-02-01,2024-02-26,R07,K11,5,3,590508.75,Lost,0,1,
T0336,2025-10-07,,R03,K09,3,3,158417.08,In progress,0,0,
T0337,2025-04-12,2025-05-19,R04,K05,5,3,410640.35,Lost,0,1,
T0338,2024-04-05,2024-06-01,R04,K03,4,3,298311.68,Won,1,1,C0098
T0339,2025-02-01,2025-03-01,R03,K01,4,3,499357.37,Won,1,1,C0227
T0340,2025-12-19,2025-12-31,R07,K09,5,3,410317.71,Lost,0,1,
T0341,2024-02-24,2024-05-06,R02,K03,5,3,264406.03,Lost,0,1,
T0342,2025-04-04,2025-06-14,R07,K12,5,3,964710.83,Lost,0,1,
T0343,2024-12-27,2025-03-15,R01,K06,5,3,294909.99,Lost,0,1,
T0344,2025-09-24,,R08,K12,3,3,206309.3,In progress,0,0,
T0345,2025-01-17,2025-03-28,R08,K03,4,3,311813.35,Won,1,1,C0215
T0346,2025-12-21,2025-12-31,R05,K02,4,3,397004.07,Won,1,1,C0411
T0347,2025-04-14,2025-05-07,R06,K08,4,3,349907.42,Won,1,1,C0287
T0348,2025-06-30,2025-07-24,R06,K05,5,3,1721062.21,Lost,0,1,
T0349,2024-03-15,2024-04-05,R03,K06,4,3,331565.53,Won,1,1,C0077
T0350,2025-05-14,2025-07-29,R04,K04,4,3,395914.03,Won,1,1,C0304
T0351,2025-07-01,,R07,K04,2,2,511755.74,In progress,0,0,
T0352,2024-01-13,2024-02-09,R01,K08,5,2,175510.81,Lost,0,1,
T0353,2025-03-30,2025-05-03,R01,K11,4,3,694589.07,Won,1,1,C0282
T0354,2024-11-23,2025-01-17,R04,K05,4,3,192755.84,Won,1,1,C0184
T0355,2025-10-22,2025-12-04,R01,K11,5,3,328553.92,Lost,0,1,
T0356,2025-02-05,2025-03-01,R08,K10,4,3,907952.68,Won,1,1,C0231
T0357,2025-12-12,2025-12-31,R06,K12,5,3,1132150.3,Lost,0,1,
T0358,2024-04-02,2024-06-05,R07,K11,5,3,669532.73,Lost,0,1,
T0359,2025-08-11,2025-10-20,R06,K07,5,3,725695.73,Lost,0,1,
T0360,2024-10-11,2025-01-09,R01,K08,5,3,274966.64,Lost,0,1,
T0361,2025-09-29,2025-11-02,R01,K07,4,3,497399.1,Won,1,1,C0366
T0362,2025-11-22,2025-12-14,R05,K12,5,3,541924.01,Lost,0,1,
T0363,2025-10-02,,R01,K12,3,3,155529.65,In progress,0,0,
T0364,2025-07-25,2025-10-20,R04,K02,4,3,911199.16,Won,1,1,C0335
T0365,2024-10-01,2024-11-15,R07,K11,5,3,476704.64,Lost,0,1,
T0366,2025-03-22,2025-04-29,R04,K05,5,3,320903.42,Lost,0,1,
T0367,2025-06-28,2025-07-27,R04,K12,5,3,292889.39,Lost,0,1,
T0368,2024-12-10,2025-02-07,R06,K10,5,3,1829236.38,Lost,0,1,
T0369,2024-06-26,2024-07-23,R05,K04,5,3,575179.3,Lost,0,1,
T0370,2024-03-30,2024-04-29,R03,K06,5,3,279547.59,Lost,0,1,
T0371,2024-06-11,2024-08-14,R08,K06,5,3,739557.8,Lost,0,1,
T0372,2025-08-03,2025-10-17,R08,K01,4,3,326923.46,Won,1,1,C0340
T0373,2024-11-01,2025-02-04,R03,K12,5,3,2109322.26,Lost,0,1,
T0374,2025-09-22,2025-12-10,R01,K12,5,3,411596.0,Lost,0,1,
T0375,2025-04-08,2025-06-26,R03,K03,5,3,388197.25,Lost,0,1,
T0376,2024-06-12,2024-09-14,R04,K08,5,3,90700.94,Lost,0,1,
T0377,2024-06-06,2024-08-23,R05,K12,5,3,329823.18,Lost,0,1,
T0378,2024-01-16,2024-04-12,R01,K05,4,3,796028.0,Won,1,1,C0016
T0379,2025-09-20,,R03,K07,2,2,326507.8,In progress,0,0,
T0380,2025-04-27,2025-06-27,R08,K11,5,3,430071.29,Lost,0,1,
T0381,2024-11-30,2025-03-09,R01,K02,5,3,242001.16,Lost,0,1,
T0382,2025-03-18,2025-06-23,R03,K10,4,3,172933.53,Won,1,1,C0269
T0383,2024-06-04,2024-07-07,R03,K12,5,3,1243396.93,Lost,0,1,
T0384,2025-01-19,2025-02-14,R01,K12,5,3,937515.77,Lost,0,1,
T0385,2025-04-15,2025-06-07,R03,K12,5,2,391270.83,Lost,0,1,
T0386,2025-11-05,,R04,K10,3,3,313383.96,In progress,0,0,
T0387,2024-06-17,2024-07-27,R01,K04,5,3,487050.87,Lost,0,1,
T0388,2024-03-27,2024-06-23,R07,K02,5,3,281972.9,Lost,0,1,
T0389,2024-06-06,2024-09-06,R05,K02,4,3,712787.91,Won,1,1,C0131
T0390,2025-08-01,2025-11-05,R03,K09,4,3,624792.58,Won,1,1,C0339
T0391,2024-09-30,2024-12-09,R01,K10,5,3,235168.87,Lost,0,1,
T0392,2025-02-01,2025-04-30,R03,K08,5,3,2290451.72,Lost,0,1,
T0393,2024-03-30,2024-04-30,R04,K01,5,3,212000.21,Lost,0,1,
T0394,2024-10-09,2024-12-01,R04,K12,5,3,401798.99,Lost,0,1,
T0395,2024-02-07,2024-04-29,R03,K11,5,3,339753.9,Lost,0,1,
T0396,2024-01-01,2024-03-26,R07,K08,5,3,569816.93,Lost,0,1,
T0397,2024-02-26,2024-03-21,R02,K09,5,3,252846.39,Lost,0,1,
T0398,2025-08-29,2025-11-20,R08,K04,5,3,816595.84,Lost,0,1,
T0399,2024-07-28,2024-11-04,R04,K05,5,3,508292.08,Lost,0,1,
T0400,2025-01-31,2025-05-07,R04,K01,4,3,132974.96,Won,1,1,C0225
T0401,2025-03-06,2025-06-12,R02,K10,5,3,211741.77,Lost,0,1,
T0402,2025-02-03,2025-02-24,R02,K04,4,3,336461.23,Won,1,1,C0228
T0403,2024-02-02,2024-04-06,R03,K05,5,3,430691.77,Lost,0,1,
T0404,2024-02-02,2024-04-05,R03,K09,5,3,231439.62,Lost,0,1,
T0405,2025-06-30,,R02,K10,3,3,249627.34,In progress,0,0,
T0406,2024-05-13,2024-07-10,R08,K02,4,3,1869147.52,Won,1,1,C0123
T0407,2024-01-07,2024-02-13,R02,K11,5,3,60000.0,Lost,0,1,
T0408,2024-10-18,2024-12-01,R03,K11,5,3,313151.56,Lost,0,1,
T0409,2025-12-09,2025-12-31,R02,K02,5,3,852864.91,Lost,0,1,
T0410,2025-10-11,,R02,K12,3,3,385311.77,In progress,0,0,
T0411,2025-03-21,2025-05-06,R01,K11,5,3,240151.83,Lost,0,1,
T0412,2025-07-11,2025-09-13,R02,K02,5,3,256567.17,Lost,0,1,
T0413,2025-03-24,2025-06-27,R04,K05,4,3,358025.1,Won,1,1,C0276
T0414,2024-12-24,2025-02-11,R04,K01,5,1,581748.75,Lost,0,1,
T0415,2024-01-22,2024-04-04,R04,K04,5,1,160136.82,Lost,0,1,
T0416,2025-11-29,2025-12-31,R03,K01,4,3,394151.15,Won,1,1,C0397
T0417,2024-02-04,2024-05-06,R07,K12,5,3,679635.01,Lost,0,1,
T0418,2025-06-25,2025-08-22,R08,K03,4,3,858616.55,Won,1,1,C0323
T0419,2025-08-13,2025-09-21,R04,K11,5,3,254441.88,Lost,0,1,
T0420,2024-12-26,2025-02-24,R01,K01,5,1,382364.46,Lost,0,1,
T0421,2024-11-28,2025-02-03,R02,K11,5,3,111972.06,Lost,0,1,
T0422,2025-02-25,2025-04-13,R03,K02,4,3,615228.74,Won,1,1,C0253
T0423,2025-10-13,,R08,K08,3,3,681264.37,In progress,0,0,
T0424,2025-07-06,,R07,K04,3,3,1694023.12,In progress,0,0,
T0425,2024-01-07,2024-02-09,R01,K03,4,3,259477.93,Won,1,1,C0007
T0426,2024-11-11,2025-02-11,R05,K05,4,3,636021.78,Won,1,1,C0181
T0427,2025-11-05,2025-12-31,R08,K06,4,3,509954.39,Won,1,1,C0385
T0428,2025-04-14,2025-07-11,R08,K10,5,3,326543.91,Lost,0,1,
T0429,2024-05-31,2024-07-03,R06,K10,4,3,364369.87,Won,1,1,C0128
T0430,2025-10-11,2025-12-24,R04,K05,4,3,206260.08,Won,1,1,C0373
T0431,2025-01-14,2025-03-23,R08,K09,5,3,344492.82,Lost,0,1,
T0432,2025-08-11,2025-10-30,R08,K02,4,3,678031.58,Won,1,1,C0343
T0433,2025-01-22,2025-04-21,R02,K07,5,3,473258.95,Lost,0,1,
T0434,2024-08-24,2024-11-07,R07,K11,5,3,617101.18,Lost,0,1,
T0435,2025-02-08,2025-04-15,R07,K11,4,3,782164.96,Won,1,1,C0234
T0436,2025-01-30,2025-05-08,R04,K06,5,3,486762.11,Lost,0,1,
T0437,2025-11-15,2025-12-31,R04,K01,4,3,529686.79,Won,1,1,C0389
T0438,2025-10-13,,R08,K03,3,3,274600.84,In progress,0,0,
T0439,2025-02-24,2025-04-04,R02,K10,5,3,147173.44,Lost,0,1,
T0440,2024-01-28,2024-03-23,R02,K06,5,3,197465.02,Lost,0,1,
T0441,2024-06-18,2024-08-16,R03,K01,4,3,204696.74,Won,1,1,C0136
T0442,2025-01-21,2025-02-21,R06,K10,4,3,1887973.54,Won,1,1,C0219
T0443,2024-10-26,2025-01-06,R05,K10,5,3,152362.51,Lost,0,1,
T0444,2025-07-29,2025-09-30,R05,K05,4,3,154368.27,Won,1,1,C0337
T0445,2025-02-12,2025-03-05,R08,K12,5,3,809927.28,Lost,0,1,
T0446,2024-09-27,2024-12-31,R07,K01,4,3,1322450.66,Won,1,1,C0165
T0447,2025-06-19,2025-08-11,R05,K12,4,3,540862.9,Won,1,1,C0321
T0448,2025-12-27,2025-12-31,R04,K07,4,3,266888.32,Won,1,1,C0412
T0449,2025-12-03,2025-12-31,R03,K01,4,3,288198.47,Won,1,1,C0402
T0450,2024-10-05,2024-10-26,R04,K05,5,3,298283.26,Lost,0,1,
T0451,2024-09-05,2024-12-06,R08,K12,5,3,318330.92,Lost,0,1,
T0452,2024-01-06,2024-04-11,R03,K01,4,3,407217.38,Won,1,1,C0005
T0453,2024-12-22,2025-02-23,R01,K01,4,3,183817.0,Won,1,1,C0193
T0454,2025-02-16,2025-03-29,R05,K10,5,3,581164.32,Lost,0,1,
T0455,2024-10-30,2025-01-08,R01,K01,4,3,613743.49,Won,1,1,C0174
T0456,2024-09-30,2024-12-09,R02,K10,5,3,193342.79,Lost,0,1,
T0457,2025-10-29,,R02,K08,3,3,372244.43,In progress,0,0,
T0458,2024-05-04,2024-06-20,R08,K01,5,3,462112.45,Lost,0,1,
T0459,2025-11-30,2025-12-31,R03,K12,4,3,189314.61,Won,1,1,C0399
T0460,2024-02-02,2024-03-25,R03,K11,5,3,284093.4,Lost,0,1,
T0461,2025-09-06,2025-11-13,R07,K05,5,3,326450.74,Lost,0,1,
T0462,2025-02-20,2025-04-01,R03,K11,5,3,270618.82,Lost,0,1,
T0463,2025-10-22,2025-12-07,R08,K09,5,3,389835.98,Lost,0,1,
T0464,2024-02-28,2024-03-22,R05,K12,5,3,710107.56,Lost,0,1,
T0465,2024-01-22,2024-02-22,R08,K01,5,3,909240.86,Lost,0,1,
T0466,2024-12-02,2025-02-24,R04,K12,5,3,879163.3,Lost,0,1,
T0467,2025-08-24,2025-10-19,R07,K08,4,3,1093352.67,Won,1,1,C0348
T0468,2024-05-27,2024-08-11,R01,K06,5,3,372836.27,Lost,0,1,
T0469,2024-09-17,2024-10-21,R03,K09,5,3,370312.42,Lost,0,1,
T0470,2025-04-16,2025-05-07,R04,K05,4,3,356694.44,Won,1,1,C0290
T0471,2024-01-03,2024-03-17,R02,K10,5,3,794753.3,Lost,0,1,
T0472,2025-08-29,2025-10-07,R07,K12,5,3,342580.28,Lost,0,1,
T0473,2025-02-09,2025-04-05,R03,K11,5,3,432247.49,Lost,0,1,
T0474,2025-11-03,2025-12-31,R06,K12,5,3,744513.59,Lost,0,1,
T0475,2024-01-07,2024-02-10,R02,K10,5,3,436474.75,Lost,0,1,
T0476,2025-09-16,,R04,K10,3,3,330666.57,In progress,0,0,
T0477,2024-10-30,2024-11-25,R08,K01,5,3,723174.32,Lost,0,1,
T0478,2024-01-30,2024-03-06,R06,K06,5,3,1021695.06,Lost,0,1,
T0479,2025-11-16,,R03,K03,3,3,481254.75,In progress,0,0,
T0480,2025-02-03,2025-03-09,R04,K05,4,3,401773.19,Won,1,1,C0229
T0481,2025-01-05,2025-03-15,R02,K09,5,3,174042.47,Lost,0,1,
T0482,2024-10-27,2024-11-18,R01,K04,4,3,783003.06,Won,1,1,C0173
T0483,2024-07-17,2024-09-30,R01,K10,5,2,396981.97,Lost,0,1,
T0484,2025-03-31,2025-06-18,R06,K05,5,3,896037.76,Lost,0,1,
T0485,2024-08-22,2024-11-11,R01,K01,4,3,451561.48,Won,1,1,C0151
T0486,2025-03-22,2025-05-30,R08,K09,4,3,238031.48,Won,1,1,C0271
T0487,2024-01-19,2024-03-22,R06,K09,5,3,709149.47,Lost,0,1,
T0488,2024-01-05,2024-02-27,R04,K08,5,3,592923.28,Lost,0,1,
T0489,2025-02-23,2025-05-09,R05,K03,4,3,816581.77,Won,1,1,C0247
T0490,2024-03-31,2024-06-28,R06,K07,5,3,228823.33,Lost,0,1,
T0491,2024-01-20,2024-03-21,R01,K07,5,3,581013.83,Lost,0,1,
T0492,2024-11-25,2025-01-02,R03,K10,5,3,454166.7,Lost,0,1,
T0493,2024-07-15,2024-10-06,R08,K01,4,3,466521.35,Won,1,1,C0138
T0494,2025-09-27,2025-10-18,R04,K04,5,2,451036.67,Lost,0,1,
T0495,2024-11-27,2025-02-21,R04,K01,4,3,414889.82,Won,1,1,C0185
T0496,2024-09-29,2024-10-27,R03,K03,5,3,193905.55,Lost,0,1,
T0497,2024-01-11,2024-03-17,R07,K08,5,3,1055273.03,Lost,0,1,
T0498,2025-06-13,2025-07-06,R02,K11,5,2,188637.28,Lost,0,1,
T0499,2024-03-17,2024-05-08,R04,K04,5,3,269266.15,Lost,0,1,
T0500,2024-10-10,2025-01-15,R03,K02,5,3,317645.28,Lost,0,1,
T0501,2024-02-23,2024-04-22,R03,K01,5,3,263734.97,Lost,0,1,
T0502,2025-05-21,2025-08-12,R01,K04,5,1,409904.54,Lost,0,1,
T0503,2025-03-12,2025-05-13,R08,K03,4,3,580018.8,Won,1,1,C0260
T0504,2024-03-16,2024-05-09,R02,K03,4,3,331934.86,Won,1,1,C0081
T0505,2025-04-29,2025-05-22,R01,K03,5,3,268987.21,Lost,0,1,
T0506,2025-05-26,2025-07-08,R02,K11,5,3,502622.28,Lost,0,1,
T0507,2024-12-04,2025-01-26,R06,K10,5,3,1020277.83,Lost,0,1,
T0508,2024-03-18,2024-04-29,R03,K11,5,3,539070.42,Lost,0,1,
T0509,2025-02-10,2025-04-28,R02,K04,5,3,492490.01,Lost,0,1,
T0510,2025-03-17,2025-05-24,R05,K08,5,3,344340.81,Lost,0,1,
T0511,2024-11-15,2024-12-19,R01,K12,5,3,531285.57,Lost,0,1,
T0512,2024-04-17,2024-05-13,R06,K03,4,3,1873896.98,Won,1,1,C0108
T0513,2024-03-09,2024-03-31,R06,K04,5,3,435280.29,Lost,0,1,
T0514,2025-10-31,2025-12-31,R03,K09,5,3,392547.74,Lost,0,1,
T0515,2025-01-11,2025-03-19,R05,K09,5,3,1091109.75,Lost,0,1,
T0516,2024-06-19,2024-07-22,R02,K07,5,3,479681.89,Lost,0,1,
T0517,2025-09-06,2025-12-02,R04,K09,5,3,301227.09,Lost,0,1,
T0518,2025-04-28,2025-07-05,R02,K10,5,3,157646.45,Lost,0,1,
T0519,2025-10-17,2025-11-28,R04,K09,5,3,318711.56,Lost,0,1,
T0520,2025-09-16,,R04,K10,3,3,464132.3,In progress,0,0,
T0521,2025-02-13,2025-04-19,R02,K02,5,3,307415.67,Lost,0,1,
T0522,2024-07-15,2024-08-19,R01,K11,5,3,305572.65,Lost,0,1,
T0523,2024-03-20,2024-06-03,R04,K03,5,3,231575.43,Lost,0,1,
T0524,2024-09-24,2024-12-09,R01,K11,5,3,868773.5,Lost,0,1,
T0525,2025-09-10,2025-10-08,R06,K02,5,3,1435022.75,Lost,0,1,
T0526,2025-02-23,2025-03-29,R05,K04,4,3,313282.18,Won,1,1,C0248
T0527,2024-03-21,2024-04-15,R08,K01,4,3,445419.16,Won,1,1,C0086
T0528,2025-02-05,2025-03-15,R02,K10,4,3,307539.46,Won,1,1,C0232
T0529,2024-09-15,2024-10-28,R01,K08,5,3,419166.09,Lost,0,1,
T0530,2025-09-16,2025-12-12,R07,K01,5,3,408599.61,Lost,0,1,
T0531,2025-03-01,2025-04-02,R02,K07,5,2,621306.81,Lost,0,1,
T0532,2025-06-21,2025-08-17,R01,K09,5,3,1305626.23,Lost,0,1,
T0533,2024-07-25,2024-09-15,R04,K08,5,3,436824.58,Lost,0,1,
T0534,2024-06-17,2024-09-11,R08,K07,5,3,231068.59,Lost,0,1,
T0535,2024-02-24,2024-04-21,R03,K07,5,3,107193.92,Lost,0,1,
T0536,2025-02-11,2025-05-18,R05,K09,5,3,1123382.19,Lost,0,1,
T0537,2025-09-04,2025-10-15,R08,K12,5,3,299562.77,Lost,0,1,
T0538,2025-02-04,2025-04-22,R01,K08,5,3,519792.23,Lost,0,1,
T0539,2025-02-23,2025-03-18,R02,K06,5,2,205785.91,Lost,0,1,
T0540,2024-07-17,2024-08-09,R03,K12,5,3,415523.55,Lost,0,1,
T0541,2024-10-24,2024-12-02,R02,K11,5,3,286691.04,Lost,0,1,
T0542,2024-03-01,2024-04-18,R03,K07,4,3,215899.25,Won,1,1,C0062
T0543,2024-01-06,2024-02-01,R07,K01,5,3,523648.64,Lost,0,1,
T0544,2024-05-27,2024-08-21,R01,K03,4,3,622701.19,Won,1,1,C0127
T0545,2025-04-13,2025-07-17,R01,K02,5,3,270146.46,Lost,0,1,
T0546,2025-01-10,2025-03-19,R01,K02,5,3,262221.31,Lost,0,1,
T0547,2025-08-27,2025-10-21,R01,K08,5,3,399544.53,Lost,0,1,
T0548,2025-02-08,2025-04-09,R01,K06,4,3,357122.86,Won,1,1,C0235
T0549,2025-07-24,2025-08-20,R04,K04,4,3,418718.78,Won,1,1,C0334
T0550,2025-06-14,2025-08-09,R05,K04,5,1,615884.51,Lost,0,1,
T0551,2025-03-26,2025-06-22,R01,K11,5,3,276945.09,Lost,0,1,
T0552,2025-09-23,2025-11-07,R08,K10,5,3,582259.12,Lost,0,1,
T0553,2025-05-30,2025-08-29,R06,K02,5,3,1189129.77,Lost,0,1,
T0554,2025-01-30,2025-04-05,R07,K04,5,3,1998493.93,Lost,0,1,
T0555,2024-03-01,2024-03-23,R08,K06,5,3,1272472.24,Lost,0,1,
T0556,2025-04-28,2025-06-17,R03,K04,5,3,558641.71,Lost,0,1,
T0557,2024-01-20,2024-03-31,R02,K04,5,3,370665.5,Lost,0,1,
T0558,2024-03-04,2024-06-06,R04,K05,5,1,667490.25,Lost,0,1,
T0559,2024-10-03,2025-01-05,R02,K08,5,3,263725.79,Lost,0,1,
T0560,2024-11-23,2024-12-25,R06,K11,5,3,916218.36,Lost,0,1,
T0561,2024-03-20,2024-05-08,R07,K01,5,3,1305194.84,Lost,0,1,
T0562,2025-04-14,2025-05-13,R03,K11,5,3,314314.11,Lost,0,1,
T0563,2025-01-29,2025-03-03,R05,K08,5,3,972148.73,Lost,0,1,
T0564,2024-07-17,2024-09-05,R04,K11,4,3,568044.49,Won,1,1,C0141
T0565,2025-02-27,2025-03-22,R05,K02,5,3,272153.28,Lost,0,1,
T0566,2024-03-14,2024-06-13,R03,K05,4,3,203683.28,Won,1,1,C0076
T0567,2024-12-30,2025-01-22,R07,K09,5,3,1275790.74,Lost,0,1,
T0568,2024-09-27,2024-12-31,R08,K02,4,3,504140.84,Won,1,1,C0166
T0569,2024-04-03,2024-06-25,R04,K12,5,3,733563.65,Lost,0,1,
T0570,2024-12-11,2025-03-11,R02,K01,5,3,225822.08,Lost,0,1,
T0571,2024-02-13,2024-05-16,R04,K06,4,3,375309.99,Won,1,1,C0039
T0572,2024-11-05,2024-12-06,R06,K04,5,3,1010337.66,Lost,0,1,
T0573,2024-04-04,2024-05-18,R08,K03,4,3,294130.79,Won,1,1,C0097
T0574,2025-12-08,,R05,K02,3,3,317965.42,In progress,0,0,
T0575,2024-09-09,2024-11-08,R05,K06,5,3,635025.72,Lost,0,1,
T0576,2024-02-25,2024-05-09,R04,K05,5,3,473929.17,Lost,0,1,
T0577,2025-06-14,2025-08-12,R04,K09,5,3,68486.64,Lost,0,1,
T0578,2024-04-19,2024-07-20,R04,K06,4,3,333482.38,Won,1,1,C0112
T0579,2025-11-23,,R06,K10,3,3,834541.76,In progress,0,0,
T0580,2025-08-08,2025-09-29,R02,K12,5,3,649616.56,Lost,0,1,
T0581,2025-01-06,2025-03-20,R01,K07,4,3,234552.69,Won,1,1,C0207
T0582,2025-08-21,,R04,K02,3,3,537427.99,In progress,0,0,
T0583,2024-01-05,2024-01-26,R03,K08,5,2,496962.13,Lost,0,1,
T0584,2024-09-17,2024-12-03,R04,K01,4,3,144891.19,Won,1,1,C0162
T0585,2025-02-05,2025-04-27,R08,K01,4,3,194461.83,Won,1,1,C0233
T0586,2025-01-28,2025-03-10,R07,K06,4,3,1185646.18,Won,1,1,C0222
T0587,2025-01-02,2025-01-25,R01,K03,4,3,1196316.0,Won,1,1,C0201
T0588,2025-03-18,2025-04-10,R04,K09,5,3,602340.51,Lost,0,1,
T0589,2025-05-01,2025-06-18,R08,K12,5,3,866847.71,Lost,0,1,
T0590,2025-10-27,2025-12-31,R08,K12,4,3,787391.26,Won,1,1,C0379
T0591,2025-06-12,2025-08-20,R04,K05,5,3,425722.75,Lost,0,1,
T0592,2025-08-27,2025-11-25,R01,K10,4,3,327262.61,Won,1,1,C0349
T0593,2024-03-13,2024-04-29,R01,K10,5,3,322551.53,Lost,0,1,
T0594,2025-05-12,2025-06-02,R02,K04,5,1,353097.61,Lost,0,1,
T0595,2025-01-14,2025-02-26,R04,K02,4,3,324135.72,Won,1,1,C0214
T0596,2025-04-06,2025-05-04,R08,K01,5,3,879184.59,Lost,0,1,
T0597,2024-02-29,2024-05-11,R04,K08,4,3,947580.77,Won,1,1,C0059
T0598,2024-12-11,2025-01-10,R07,K12,5,3,928367.83,Lost,0,1,
T0599,2025-05-11,2025-07-25,R05,K05,4,3,410035.92,Won,1,1,C0302
T0600,2024-01-28,2024-02-26,R05,K08,5,3,329791.02,Lost,0,1,
T0601,2024-09-10,2024-10-13,R05,K07,4,3,365526.52,Won,1,1,C0158
T0602,2024-01-30,2024-04-04,R02,K03,5,3,296175.26,Lost,0,1,
T0603,2025-04-10,2025-06-16,R05,K04,5,3,619212.07,Lost,0,1,
T0604,2025-04-21,2025-07-16,R01,K06,5,3,329481.64,Lost,0,1,
T0605,2024-10-01,2024-11-22,R03,K02,4,3,344586.23,Won,1,1,C0169
T0606,2024-02-23,2024-05-24,R02,K02,5,3,508526.67,Lost,0,1,
T0607,2024-07-15,2024-10-16,R05,K01,4,3,679773.51,Won,1,1,C0139
T0608,2024-02-07,2024-03-21,R02,K09,5,3,383489.56,Lost,0,1,
T0609,2025-03-24,2025-05-21,R01,K04,4,3,603895.08,Won,1,1,C0277
T0610,2025-01-17,2025-02-28,R05,K09,5,3,253969.54,Lost,0,1,
T0611,2025-09-09,2025-11-29,R05,K04,5,3,528106.04,Lost,0,1,
T0612,2025-12-10,2025-12-31,R02,K06,5,3,821702.79,Lost,0,1,
T0613,2025-03-18,2025-06-22,R04,K10,5,3,357394.64,Lost,0,1,
T0614,2025-12-07,2025-12-31,R08,K05,4,3,401208.43,Won,1,1,C0404
T0615,2025-12-30,2025-12-31,R06,K06,5,3,1324655.24,Lost,0,1,
T0616,2024-09-17,2024-12-11,R05,K04,4,3,561271.92,Won,1,1,C0163
T0617,2024-01-06,2024-03-12,R01,K04,5,3,133544.34,Lost,0,1,
T0618,2025-10-09,2025-11-11,R08,K06,4,3,275407.6,Won,1,1,C0371
T0619,2025-07-05,,R01,K04,3,3,200612.76,In progress,0,0,
T0620,2024-01-09,2024-04-03,R01,K10,5,3,313254.82,Lost,0,1,
T0621,2024-03-04,2024-03-26,R02,K01,4,3,355337.75,Won,1,1,C0064
T0622,2024-02-24,2024-05-06,R02,K10,5,3,300881.73,Lost,0,1,
T0623,2024-05-06,2024-05-27,R02,K12,5,3,383145.88,Lost,0,1,
T0624,2024-01-01,2024-02-20,R02,K04,5,3,605497.27,Lost,0,1,
T0625,2025-08-13,2025-09-05,R04,K08,4,3,503129.02,Won,1,1,C0345
T0626,2024-02-28,2024-05-14,R04,K09,5,3,274030.53,Lost,0,1,
T0627,2024-01-01,2024-02-07,R01,K09,5,3,502478.73,Lost,0,1,
T0628,2024-12-13,2025-02-03,R04,K02,5,3,246735.98,Lost,0,1,
T0629,2024-08-10,2024-10-21,R02,K05,5,2,156338.08,Lost,0,1,
T0630,2024-04-09,2024-06-21,R06,K09,5,3,986661.98,Lost,0,1,
T0631,2025-05-28,2025-06-24,R07,K03,5,3,1074619.72,Lost,0,1,
T0632,2024-05-04,2024-08-04,R07,K04,5,3,891799.66,Lost,0,1,
T0633,2025-10-10,,R03,K06,3,3,688151.2,In progress,0,0,
T0634,2024-03-28,2024-05-18,R02,K06,5,3,264568.96,Lost,0,1,
T0635,2024-03-05,2024-05-03,R01,K02,5,1,229008.86,Lost,0,1,
T0636,2025-01-20,2025-04-15,R07,K12,5,3,1411505.34,Lost,0,1,
T0637,2025-09-11,,R05,K02,3,3,287230.64,In progress,0,0,
T0638,2024-02-25,2024-06-02,R02,K01,5,3,152721.76,Lost,0,1,
T0639,2025-04-06,2025-05-11,R01,K11,5,3,431875.41,Lost,0,1,
T0640,2024-10-24,2025-01-03,R03,K02,5,3,380923.72,Lost,0,1,
T0641,2024-04-25,2024-07-27,R04,K11,5,3,1128366.23,Lost,0,1,
T0642,2025-03-13,2025-05-13,R03,K04,5,3,433732.58,Lost,0,1,
T0643,2025-09-14,2025-10-27,R01,K06,4,3,307385.83,Won,1,1,C0356
T0644,2025-01-21,2025-04-27,R04,K01,5,3,718101.52,Lost,0,1,
T0645,2025-07-31,2025-10-27,R01,K06,5,3,241485.47,Lost,0,1,
T0646,2025-12-31,,R01,K12,3,3,506914.22,In progress,0,0,
T0647,2024-07-23,2024-09-02,R02,K08,4,3,128126.33,Won,1,1,C0142
T0648,2025-09-17,2025-11-13,R04,K05,4,3,233983.4,Won,1,1,C0357
T0649,2025-11-03,,R02,K05,3,3,177872.92,In progress,0,0,
T0650,2024-04-22,2024-07-15,R02,K10,5,3,552227.92,Lost,0,1,
T0651,2025-12-23,,R03,K02,3,3,295981.53,In progress,0,0,
T0652,2025-04-19,2025-06-16,R08,K01,5,3,428696.82,Lost,0,1,
T0653,2024-03-17,2024-05-02,R08,K12,4,3,474462.5,Won,1,1,C0082
T0654,2024-02-08,2024-04-12,R03,K09,5,3,195172.91,Lost,0,1,
T0655,2024-08-05,2024-09-02,R06,K06,5,3,1571059.93,Lost,0,1,
T0656,2024-02-07,2024-03-05,R05,K02,4,3,725688.09,Won,1,1,C0035
T0657,2025-02-21,2025-04-06,R01,K02,5,3,1021551.77,Lost,0,1,
T0658,2024-10-20,2025-01-02,R01,K12,5,3,463267.83,Lost,0,1,
